"Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"0","A11",36,"terrible","goods/repair",2348,"A61","A73",3,"A94","A101","2","A122",46,"A143","A152","2","A173","1","A192","foreign","FALSE"
"1","A12",12,"poor","newcar",1223,"A61","A75",1,"A91","A101","1","A121",46,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A14",24,"terrible","goods/repair",1516,"A64","A73",4,"A92","A101","1","A121",43,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",18,"poor","goods/repair",1473,"A61","A72",3,"A94","A101","4","A121",39,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",18,"terrible","biz",1887,"A65","A73",4,"A94","A101","4","A121",28,"A141","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",24,"poor","biz",8648,"A61","A72",2,"A93","A101","2","A123",27,"A141","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",14,"poor","newcar",802,"A61","A73",4,"A93","A101","2","A123",27,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A12",18,"poor","newcar",2899,"A65","A75",4,"A93","A101","4","A123",43,"A143","A152","1","A173","2","A191","foreign","FALSE"
"1","A12",24,"poor","goods/repair",2039,"A61","A72",1,"A94","A101","1","A122",22,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"terrible","usedcar",2197,"A65","A74",4,"A93","A101","4","A123",43,"A143","A152","2","A173","2","A192","foreign","FALSE"
"0","A11",15,"poor","goods/repair",1053,"A61","A72",4,"A94","A101","2","A121",27,"A143","A152","1","A173","1","A191","german","FALSE"
"0","A14",24,"poor","goods/repair",3235,"A63","A75",3,"A91","A101","2","A123",26,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A13",12,"terrible","newcar",939,"A63","A74",4,"A94","A101","2","A121",28,"A143","A152","3","A173","1","A192","foreign","FALSE"
"0","A12",24,"poor","goods/repair",1967,"A61","A75",4,"A92","A101","4","A123",20,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",33,"terrible","usedcar",7253,"A61","A74",3,"A93","A101","2","A123",35,"A143","A152","2","A174","1","A192","foreign","FALSE"
"1","A14",12,"terrible","biz",2292,"A61","A71",4,"A93","A101","2","A123",42,"A142","A152","2","A174","1","A192","foreign","FALSE"
"0","A14",10,"poor","newcar",1597,"A63","A73",3,"A93","A101","2","A124",40,"A143","A151","1","A172","2","A191","german","TRUE"
"1","A11",24,"poor","newcar",1381,"A65","A73",4,"A92","A101","2","A122",35,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",36,"terrible","usedcar",5842,"A61","A75",2,"A93","A101","2","A122",35,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A11",12,"poor","newcar",2579,"A61","A72",4,"A93","A101","1","A121",33,"A143","A152","1","A172","2","A191","foreign","FALSE"
"0","A11",18,"poor","edu",8471,"A65","A73",1,"A92","A101","2","A123",23,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A14",21,"poor","newcar",2782,"A63","A74",1,"A92","A101","2","A123",31,"A141","A152","1","A174","1","A191","foreign","FALSE"
"1","A12",18,"poor","newcar",1042,"A65","A73",4,"A92","A101","2","A122",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","newcar",3186,"A64","A74",2,"A92","A101","3","A123",20,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A12",12,"poor","usedcar",2028,"A65","A73",4,"A93","A101","2","A123",30,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",12,"terrible","newcar",958,"A61","A74",2,"A93","A101","3","A121",47,"A143","A152","2","A172","2","A191","foreign","FALSE"
"0","A14",21,"poor","goods/repair",1591,"A62","A74",4,"A93","A101","3","A121",34,"A143","A152","2","A174","1","A191","foreign","FALSE"
"1","A12",12,"poor","goods/repair",2762,"A65","A75",1,"A92","A101","2","A122",25,"A141","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",18,"poor","usedcar",2779,"A61","A73",1,"A94","A101","3","A123",21,"A143","A151","1","A173","1","A192","foreign","TRUE"
"0","A14",28,"terrible","goods/repair",2743,"A61","A75",4,"A93","A101","2","A123",29,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",1149,"A64","A73",4,"A93","A101","3","A121",46,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",9,"poor","goods/repair",1313,"A61","A75",1,"A93","A101","4","A123",20,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",18,"terrible","goods/repair",1190,"A61","A71",2,"A92","A101","4","A124",55,"A143","A153","3","A171","2","A191","foreign","FALSE"
"0","A14",5,"poor","biz",3448,"A61","A74",1,"A93","A101","4","A121",74,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A12",24,"poor","biz",11328,"A61","A73",2,"A93","A102","3","A123",29,"A141","A152","2","A174","1","A192","foreign","FALSE"
"0","A11",6,"terrible","goods/repair",1872,"A61","A71",4,"A93","A101","4","A124",36,"A143","A153","3","A174","1","A192","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",2058,"A61","A73",4,"A91","A101","2","A121",33,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",9,"poor","goods/repair",2136,"A61","A73",3,"A93","A101","2","A121",25,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",12,"poor","goods/repair",1484,"A65","A73",2,"A94","A101","1","A121",25,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",6,"poor","goods/repair",660,"A63","A74",2,"A94","A101","4","A121",23,"A143","A151","1","A172","1","A191","foreign","TRUE"
"0","A14",24,"terrible","newcar",1287,"A64","A75",4,"A92","A101","4","A121",37,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",42,"terrible","goods/repair",3394,"A61","A71",4,"A93","A102","4","A123",65,"A143","A152","2","A171","1","A191","foreign","FALSE"
"1","A13",12,"good","biz",609,"A61","A72",4,"A92","A101","1","A121",26,"A143","A152","1","A171","1","A191","foreign","FALSE"
"0","A14",12,"poor","newcar",1884,"A61","A75",4,"A93","A101","4","A123",39,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A11",12,"poor","goods/repair",1620,"A61","A73",2,"A92","A102","3","A122",30,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",20,"poor","biz",2629,"A61","A73",2,"A93","A101","3","A123",29,"A141","A152","2","A173","1","A192","foreign","FALSE"
"1","A14",12,"poor","edu",719,"A61","A75",4,"A93","A101","4","A123",41,"A141","A152","1","A172","2","A191","foreign","FALSE"
"1","A12",48,"terrible","goods/repair",5096,"A61","A73",2,"A92","A101","3","A123",30,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",9,"terrible","edu",1244,"A65","A75",4,"A92","A101","4","A122",41,"A143","A151","2","A172","1","A191","foreign","TRUE"
"1","A11",36,"poor","newcar",1842,"A61","A72",4,"A92","A101","4","A123",34,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",7,"poor","goods/repair",2576,"A61","A73",2,"A93","A103","2","A121",35,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A13",12,"poor","goods/repair",1424,"A65","A75",3,"A92","A101","4","A121",55,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A12",15,"poor","goods/repair",1512,"A64","A73",3,"A94","A101","3","A122",61,"A142","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",36,"terrible","usedcar",11054,"A65","A73",4,"A93","A101","2","A123",30,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",6,"poor","goods/repair",518,"A61","A73",3,"A92","A101","1","A121",29,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",12,"good","goods/repair",2759,"A61","A75",2,"A93","A101","4","A122",34,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",2670,"A61","A75",4,"A93","A101","4","A123",35,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A11",24,"poor","newcar",4817,"A61","A74",2,"A93","A102","3","A122",31,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","usedcar",2679,"A61","A72",4,"A92","A101","1","A124",29,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A11",11,"terrible","newcar",3905,"A61","A73",2,"A93","A101","2","A121",36,"A143","A151","2","A173","2","A191","foreign","TRUE"
"1","A11",12,"poor","usedcar",3386,"A61","A75",3,"A93","A101","4","A124",35,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A11",6,"poor","goods/repair",343,"A61","A72",4,"A92","A101","1","A121",27,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",18,"poor","goods/repair",4594,"A61","A72",3,"A93","A101","2","A123",32,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",36,"poor","goods/repair",3620,"A61","A73",1,"A93","A103","2","A122",37,"A143","A152","1","A173","2","A191","foreign","FALSE"
"0","A11",15,"poor","newcar",1721,"A61","A72",2,"A93","A101","3","A121",36,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",12,"poor","goods/repair",3017,"A61","A72",3,"A92","A101","1","A121",34,"A143","A151","1","A174","1","A191","foreign","TRUE"
"0","A12",12,"poor","edu",754,"A65","A75",4,"A93","A101","4","A122",38,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",18,"poor","biz",1950,"A61","A74",4,"A93","A101","1","A123",34,"A142","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",24,"poor","usedcar",2924,"A61","A73",3,"A93","A103","4","A124",63,"A141","A152","1","A173","2","A192","foreign","FALSE"
"1","A11",24,"poor","goods/repair",1659,"A61","A72",4,"A92","A101","2","A123",29,"A143","A151","1","A172","1","A192","foreign","TRUE"
"0","A14",48,"poor","goods/repair",7238,"A65","A75",3,"A93","A101","3","A123",32,"A141","A152","2","A173","2","A191","foreign","FALSE"
"0","A14",33,"poor","biz",2764,"A61","A73",2,"A92","A101","2","A123",26,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","usedcar",4679,"A61","A74",3,"A93","A101","3","A123",35,"A143","A152","2","A172","1","A192","foreign","FALSE"
"1","A12",24,"poor","goods/repair",3092,"A62","A72",3,"A94","A101","2","A123",22,"A143","A151","1","A173","1","A192","foreign","TRUE"
"1","A11",6,"poor","edu",448,"A61","A72",4,"A92","A101","4","A122",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",9,"poor","newcar",654,"A61","A73",4,"A93","A101","3","A123",28,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",6,"poor","edu",1238,"A65","A71",4,"A93","A101","4","A122",36,"A143","A152","1","A174","2","A192","foreign","FALSE"
"1","A12",18,"terrible","goods/repair",1245,"A61","A73",4,"A94","A101","2","A123",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",18,"good","goods/repair",3114,"A61","A72",1,"A92","A101","4","A122",26,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",39,"poor","usedcar",2569,"A63","A73",4,"A93","A101","4","A123",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A13",24,"poor","goods/repair",5152,"A61","A74",4,"A93","A101","2","A123",25,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",12,"poor","biz",1037,"A62","A74",3,"A93","A101","4","A121",39,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A11",15,"terrible","goods/repair",1478,"A61","A75",4,"A93","A101","4","A123",44,"A143","A152","2","A173","2","A192","foreign","FALSE"
"0","A12",12,"terrible","goods/repair",3573,"A61","A73",1,"A92","A101","1","A121",23,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",24,"poor","newcar",1201,"A61","A72",4,"A93","A101","1","A122",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",30,"poor","goods/repair",3622,"A64","A75",4,"A92","A101","4","A122",57,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A14",15,"poor","goods/repair",960,"A64","A74",3,"A92","A101","2","A122",30,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",12,"terrible","newcar",1163,"A63","A73",4,"A93","A101","4","A121",44,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",6,"poor","newcar",1209,"A61","A71",4,"A93","A101","4","A122",47,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",12,"poor","goods/repair",3077,"A61","A73",2,"A93","A101","4","A123",52,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","newcar",3757,"A61","A75",4,"A92","A102","4","A124",62,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A14",10,"poor","newcar",1418,"A62","A73",3,"A93","A101","2","A121",35,"A143","A151","1","A172","1","A191","german","TRUE"
"0","A14",6,"poor","newcar",3518,"A61","A73",2,"A93","A103","3","A122",26,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",12,"terrible","goods/repair",1934,"A61","A75",2,"A93","A101","2","A124",26,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A12",27,"good","biz",8318,"A61","A75",2,"A92","A101","4","A124",42,"A143","A153","2","A174","1","A192","foreign","FALSE"
"0","A14",6,"terrible","goods/repair",1237,"A62","A73",1,"A92","A101","1","A122",27,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",6,"poor","goods/repair",368,"A65","A75",4,"A93","A101","4","A122",38,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",12,"terrible","newcar",2122,"A61","A73",3,"A93","A101","2","A121",39,"A143","A151","2","A172","2","A191","german","TRUE"
"1","A11",24,"poor","goods/repair",2996,"A65","A73",2,"A94","A101","4","A123",20,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",36,"poor","goods/repair",9034,"A62","A72",4,"A93","A102","1","A124",29,"A143","A151","1","A174","1","A192","foreign","TRUE"
"0","A14",24,"terrible","goods/repair",1585,"A61","A74",4,"A93","A101","3","A122",40,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",18,"poor","goods/repair",1301,"A61","A75",4,"A94","A103","2","A121",32,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A13",6,"terrible","newcar",1323,"A62","A75",2,"A91","A101","4","A123",28,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A11",24,"poor","newcar",3123,"A61","A72",4,"A92","A101","1","A122",27,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",36,"poor","usedcar",5493,"A61","A75",2,"A93","A101","4","A124",42,"A143","A153","1","A173","2","A191","foreign","FALSE"
"0","A13",9,"poor","goods/repair",1126,"A62","A75",2,"A91","A101","4","A121",49,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",24,"terrible","goods/repair",1216,"A62","A72",4,"A93","A101","4","A124",38,"A141","A152","2","A173","2","A191","foreign","FALSE"
"1","A11",24,"poor","newcar",1207,"A61","A72",4,"A92","A101","4","A122",24,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A14",10,"poor","newcar",1309,"A65","A73",4,"A93","A103","4","A122",27,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A13",15,"terrible","usedcar",2360,"A63","A73",2,"A93","A101","2","A123",36,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A12",15,"good","newcar",6850,"A62","A71",1,"A93","A101","2","A122",34,"A143","A152","1","A174","2","A192","foreign","FALSE"
"0","A14",24,"poor","goods/repair",1413,"A61","A73",4,"A94","A101","2","A122",28,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",39,"poor","usedcar",8588,"A62","A75",4,"A93","A101","2","A123",45,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A11",12,"poor","newcar",759,"A61","A74",4,"A93","A101","2","A121",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",36,"poor","usedcar",4686,"A61","A73",2,"A93","A101","2","A124",32,"A143","A153","1","A174","1","A192","foreign","FALSE"
"0","A13",15,"poor","biz",2687,"A61","A74",2,"A93","A101","4","A122",26,"A143","A151","1","A173","1","A192","foreign","TRUE"
"0","A12",12,"poor","goods/repair",585,"A61","A73",4,"A94","A102","4","A121",20,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A14",24,"poor","newcar",2255,"A65","A72",4,"A93","A101","1","A122",54,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",6,"terrible","newcar",609,"A61","A74",4,"A92","A101","3","A122",37,"A143","A152","2","A173","1","A191","german","FALSE"
"0","A11",6,"terrible","newcar",1361,"A61","A72",2,"A93","A101","4","A121",40,"A143","A152","1","A172","2","A191","german","FALSE"
"1","A14",36,"terrible","goods/repair",7127,"A61","A72",2,"A92","A101","4","A122",23,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A11",6,"poor","newcar",1203,"A62","A75",3,"A93","A101","2","A122",43,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",6,"terrible","goods/repair",700,"A65","A75",4,"A93","A101","4","A124",36,"A143","A153","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",5507,"A61","A75",3,"A93","A101","4","A124",44,"A143","A153","2","A173","1","A191","foreign","FALSE"
"1","A11",18,"poor","goods/repair",3190,"A61","A73",2,"A92","A101","2","A121",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",48,"good","goods/repair",7119,"A61","A73",3,"A93","A101","4","A124",53,"A143","A153","2","A173","2","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",3488,"A62","A74",3,"A92","A101","4","A123",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",18,"poor","goods/repair",1113,"A61","A73",4,"A92","A103","4","A121",26,"A143","A152","1","A172","2","A191","foreign","FALSE"
"0","A12",26,"poor","usedcar",7966,"A61","A72",2,"A93","A101","3","A123",30,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",15,"terrible","edu",1532,"A62","A73",4,"A92","A101","3","A123",31,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",4,"terrible","goods/repair",1503,"A61","A74",2,"A93","A101","1","A121",42,"A143","A152","2","A172","2","A191","foreign","FALSE"
"1","A11",36,"poor","goods/repair",2302,"A61","A73",4,"A91","A101","4","A123",31,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A11",6,"poor","newcar",662,"A61","A72",3,"A93","A101","4","A121",41,"A143","A152","1","A172","2","A192","foreign","FALSE"
"0","A12",36,"poor","edu",2273,"A61","A74",3,"A93","A101","1","A123",32,"A143","A152","2","A173","2","A191","foreign","FALSE"
"1","A12",15,"poor","newcar",2631,"A62","A73",2,"A92","A101","4","A123",28,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A14",12,"poor","usedcar",1503,"A61","A73",4,"A94","A101","4","A121",41,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",24,"poor","goods/repair",1311,"A62","A74",4,"A94","A101","3","A122",26,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","goods/repair",3105,"A65","A72",4,"A93","A101","2","A123",25,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A13",21,"terrible","edu",2319,"A61","A72",2,"A91","A101","1","A123",33,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A11",6,"poor","newcar",1374,"A65","A71",4,"A92","A101","3","A122",75,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A12",18,"terrible","goods/repair",3612,"A61","A75",3,"A92","A101","4","A122",37,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",48,"poor","newcar",7763,"A61","A75",4,"A93","A101","4","A124",42,"A141","A153","1","A174","1","A191","foreign","FALSE"
"0","A13",18,"poor","goods/repair",3049,"A61","A72",1,"A92","A101","1","A122",45,"A142","A152","1","A172","1","A191","foreign","FALSE"
"1","A12",12,"poor","goods/repair",1534,"A61","A72",1,"A94","A101","1","A121",23,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",24,"poor","newcar",2032,"A61","A75",4,"A93","A101","4","A124",60,"A143","A153","2","A173","1","A192","foreign","FALSE"
"1","A11",30,"poor","goods/repair",6350,"A65","A75",4,"A93","A101","4","A122",31,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A13",18,"poor","goods/repair",2864,"A61","A73",2,"A93","A101","1","A121",34,"A143","A152","1","A172","2","A191","foreign","FALSE"
"0","A14",12,"terrible","newcar",1255,"A61","A75",4,"A93","A101","4","A121",61,"A143","A152","2","A172","1","A191","foreign","FALSE"
"1","A11",24,"poor","newcar",1333,"A61","A71",4,"A93","A101","2","A121",43,"A143","A153","2","A173","2","A191","foreign","FALSE"
"0","A14",24,"terrible","newcar",2022,"A61","A73",4,"A92","A101","4","A123",37,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",24,"poor","goods/repair",1552,"A61","A74",3,"A93","A101","1","A123",32,"A141","A152","1","A173","2","A191","foreign","FALSE"
"1","A11",12,"good","goods/repair",626,"A61","A73",4,"A92","A101","4","A121",24,"A141","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",48,"terrible","usedcar",8858,"A65","A74",2,"A93","A101","1","A124",35,"A143","A153","2","A173","1","A192","foreign","FALSE"
"0","A14",12,"terrible","goods/repair",996,"A65","A74",4,"A92","A101","4","A121",23,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",6,"good","goods/repair",1750,"A63","A75",2,"A93","A101","4","A122",45,"A141","A152","1","A172","2","A191","foreign","FALSE"
"1","A11",48,"poor","goods/repair",6999,"A61","A74",1,"A94","A103","1","A121",34,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",12,"terrible","newcar",1995,"A62","A72",4,"A93","A101","1","A123",27,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",9,"poor","edu",1199,"A61","A74",4,"A92","A101","4","A122",67,"A143","A152","2","A174","1","A192","foreign","FALSE"
"1","A12",12,"poor","goods/repair",1331,"A61","A72",2,"A93","A101","1","A123",22,"A142","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",18,"good","newcar",2278,"A62","A72",3,"A92","A101","3","A123",28,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",21,"good","newcar",5003,"A65","A73",1,"A92","A101","4","A122",29,"A141","A152","2","A173","1","A192","foreign","FALSE"
"1","A11",24,"good","goods/repair",3552,"A61","A74",3,"A93","A101","4","A123",27,"A141","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",18,"terrible","goods/repair",1928,"A61","A72",2,"A93","A101","2","A121",31,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A11",24,"poor","usedcar",2964,"A65","A75",4,"A93","A101","4","A124",49,"A141","A153","1","A173","2","A192","foreign","FALSE"
"1","A11",24,"good","goods/repair",1546,"A61","A74",4,"A93","A103","4","A123",24,"A141","A151","1","A172","1","A191","foreign","TRUE"
"0","A13",6,"poor","goods/repair",683,"A61","A72",2,"A92","A101","1","A122",29,"A141","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",36,"poor","newcar",12389,"A65","A73",1,"A93","A101","4","A124",37,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A12",24,"poor","biz",4712,"A65","A73",4,"A93","A101","2","A122",37,"A141","A152","2","A174","1","A192","foreign","FALSE"
"0","A12",24,"poor","goods/repair",1553,"A62","A74",3,"A92","A101","2","A122",23,"A143","A151","2","A173","1","A192","foreign","TRUE"
"1","A11",12,"poor","newcar",1372,"A61","A74",2,"A91","A101","3","A123",36,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",2578,"A64","A75",2,"A93","A101","2","A123",34,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",48,"poor","goods/repair",3979,"A65","A74",4,"A93","A101","1","A123",41,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A11",48,"poor","goods/repair",6758,"A61","A73",3,"A92","A101","2","A123",31,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",24,"poor","goods/repair",3234,"A61","A72",4,"A92","A101","4","A121",23,"A143","A151","1","A172","1","A192","foreign","TRUE"
"0","A14",30,"terrible","goods/repair",5954,"A61","A74",3,"A93","A102","2","A123",38,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",5433,"A65","A71",2,"A92","A101","4","A122",26,"A143","A151","1","A174","1","A192","foreign","TRUE"
"0","A11",15,"poor","biz",806,"A61","A73",4,"A92","A101","4","A122",22,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",9,"poor","goods/repair",1082,"A61","A75",4,"A93","A101","4","A123",27,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",15,"terrible","goods/repair",2788,"A61","A74",2,"A92","A102","3","A123",24,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",12,"poor","goods/repair",2930,"A61","A74",2,"A92","A101","1","A121",27,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","edu",1927,"A65","A73",3,"A92","A101","2","A123",33,"A143","A152","2","A173","1","A192","foreign","FALSE"
"1","A12",36,"terrible","newcar",2820,"A61","A72",4,"A91","A101","4","A123",27,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","edu",937,"A61","A72",4,"A94","A101","3","A123",27,"A143","A152","2","A172","1","A191","foreign","FALSE"
"1","A12",18,"terrible","newcar",1056,"A61","A75",3,"A93","A103","3","A121",30,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",12,"terrible","newcar",3124,"A61","A72",1,"A93","A101","3","A121",49,"A141","A152","2","A172","2","A191","foreign","FALSE"
"0","A14",9,"poor","goods/repair",1388,"A61","A73",4,"A92","A101","2","A121",26,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A12",36,"poor","goods/repair",2384,"A61","A72",4,"A93","A101","1","A124",33,"A143","A151","1","A172","1","A191","foreign","TRUE"
"0","A14",12,"poor","newcar",2133,"A65","A75",4,"A92","A101","4","A124",52,"A143","A153","1","A174","1","A192","foreign","FALSE"
"1","A11",18,"poor","goods/repair",2039,"A61","A73",1,"A92","A101","4","A121",20,"A141","A151","1","A173","1","A191","foreign","TRUE"
"0","A11",9,"terrible","newcar",2799,"A61","A73",2,"A93","A101","2","A121",36,"A143","A151","2","A173","2","A191","foreign","TRUE"
"0","A11",12,"poor","goods/repair",1289,"A61","A73",4,"A93","A103","1","A122",21,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A11",18,"poor","goods/repair",1217,"A61","A73",4,"A94","A101","3","A121",47,"A143","A152","1","A172","1","A192","foreign","FALSE"
"1","A11",12,"terrible","goods/repair",2246,"A61","A75",3,"A93","A101","3","A122",60,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A11",12,"terrible","goods/repair",385,"A61","A74",4,"A92","A101","3","A121",58,"A143","A152","4","A172","1","A192","foreign","FALSE"
"0","A12",24,"poor","newcar",1965,"A65","A73",4,"A92","A101","4","A123",42,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A14",21,"poor","biz",1572,"A64","A75",4,"A92","A101","4","A121",36,"A141","A152","1","A172","1","A191","foreign","FALSE"
"1","A12",24,"poor","newcar",2718,"A61","A73",3,"A92","A101","4","A122",20,"A143","A151","1","A172","1","A192","foreign","TRUE"
"1","A11",24,"good","biz",1358,"A65","A75",4,"A93","A101","3","A123",40,"A142","A152","1","A174","1","A192","foreign","FALSE"
"1","A12",6,"good","newcar",931,"A62","A72",1,"A92","A101","1","A122",32,"A142","A152","1","A172","1","A191","foreign","FALSE"
