"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","SalePrice"
70,"RM",59,10690,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,7,1920,1997,"Hip","CompShg","VinylSd",147000
80,"RL",101,9150,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","Tar&Grv","Plywood",165000
20,"RL",78,7800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","HdBoard",132000
50,"RL",80,17120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,1959,1959,"Gable","CompShg","WdShing",134432
120,"RL",50,7175,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1984,1984,"Gable","CompShg","Plywood",125000
20,"RL",79,10634,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd",123000
60,"RL",65,8200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd",219500
85,"RL",57,8846,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,1996,1996,"Gable","CompShg","VinylSd",148000
60,"FV",102,11143,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","CemntBd",340000
20,"RL",88,11394,"Pave","Reg","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,2,2010,2010,"Hip","CompShg","VinylSd",394432
60,"RL",60,8123,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd",179000
50,"RL",50,5000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,6,1924,1950,"Gable","CompShg","BrkFace",127000
20,"FV",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd",187750
60,"RL",79,9245,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd",213500
45,"RH",60,9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","CompShg","Wd Sdng",76000
120,"RL",43,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd",192000
50,"RL",58,8410,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Edwards","Feedr","Norm","1Fam","1.5Fin",5,3,1910,1996,"Gambrel","CompShg","Wd Sdng",81000
80,"RL",72,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","CompShg","MetalSd",125000
20,"RL",93,9382,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,2000,"Gable","CompShg","VinylSd",191000
60,"RL",96,12474,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2007,2008,"Gable","CompShg","VinylSd",426000
50,"RL",50,8405,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","CompShg","MetalSd",119000
60,"RL",71,12209,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story",6,5,2001,2002,"Gable","CompShg","VinylSd",215000
50,"RL",60,10134,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd",109000
20,"RL",68,9571,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng",129000
20,"RL",60,7200,"Pave","Reg","Low","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,1972,"Hip","CompShg","MetalSd",123000
60,"RL",69,7590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",5,5,1962,1962,"Gable","CompShg","VinylSd",169500
30,"RM",60,8967,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,2,1920,1950,"Gable","CompShg","MetalSd",67000
60,"FV",65,8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","CemntBd",241000
120,"RL",38,14963,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","CompShg","BrkFace",245500
20,"RL",65,8767,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd",164990
30,"RL",60,10200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","Wd Sdng",108000
60,"RL",93,12090,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd",258000
50,"RL",51,10480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","CompShg","MetalSd",115000
70,"RL",63,15576,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng",177000
60,"RL",109,14154,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd",280000
60,"FV",85,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd",339750
20,"RL",68,9571,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,1958,1958,"Gable","CompShg","BrkComm",60000
190,"RL",100,34650,"Pave","Reg","Bnk","AllPub","Inside","Gtl","Gilbert","Norm","Norm","2fmCon","1Story",5,5,1955,1955,"Hip","CompShg","Wd Sdng",145000
30,"RM",56,8960,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,1927,1950,"Gable","CompShg","WdShing",115000
60,"RL",59,11228,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","VinylSd",228000
20,"RL",73,8899,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd",181134
60,"RL",74,7844,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1978,1978,"Hip","CompShg","HdBoard",149500
70,"RL",86,22420,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",6,6,1918,1950,"Hip","CompShg","Wd Sdng",239000
50,"RL",60,8160,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd",126000
20,"RL",65,8450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","VinylSd",142000
90,"RM",78,7060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd",206300
20,"RL",100,21750,"Pave","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard",113000
60,"RL",80,9200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd",315000
20,"RL",72,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng",139000
60,"RM",60,3378,"Pave","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard",135000
20,"RL",77,8593,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd",109008
20,"RL",64,6762,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd",195400
20,"RL",130,11457,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard",175000
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard",85400
50,"RM",60,5586,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd",79900
160,"RM",24,1920,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard",122500
60,"RL",100,10839,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd",181000
180,"RM",21,1890,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd",81000
60,"RL",43,10667,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd",212000
50,"RM",40,4400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco",116000
45,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng",119000
30,"RL",40,4280,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing",90350
50,"RL",67,12354,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng",110000
20,"RL",105,15431,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd",555000
90,"RL",92,12108,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,4,1955,1955,"Gable","CompShg","VinylSd",118000
50,"RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd",162900
120,"RL",53,3922,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing",172500
60,"RL",70,8750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd",210000
20,"RL",73,9855,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Hip","CompShg","Wd Sdng",127500
20,"RL",137,16492,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace",190000
50,"RM",50,8600,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd",119500
50,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","MetalSd",120000
30,"RM",70,5684,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1930,2005,"Hip","CompShg","Wd Sdng",110000
20,"RL",62,70761,"Pave","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,1975,1975,"Gable","WdShngl","Plywood",280000
60,"FV",75,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd",210000
90,"RL",63,9297,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood",188000
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard",175500
70,"RM",34,4571,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,5,1916,1950,"Gable","CompShg","AsbShng",98000
60,"FV",75,8004,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","RRAn","Norm","1Fam","2Story",8,5,2009,2009,"Gable","CompShg","VinylSd",263435
70,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng",155000
20,"RL",60,8281,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","MetalSd",62383
70,"RL",74,11988,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco",188700
20,"RL",60,8430,"Pave","Reg","HLS","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard",124000
20,"RL",85,10628,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood",167000
70,"RL",79,9480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd",146500
20,"RL",98,11428,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd",250000
60,"RL",76,9291,"Pave","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard",187000
60,"RL",92,11952,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing",190000
180,"RM",35,3675,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd",148000
20,"RL",110,14977,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd",440000
120,"RL",41,5330,"Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd",251000
20,"RL",80,8480,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard",132500
20,"RL",75,13125,"Pave","Reg","Lvl","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd",208900
60,"RL",105,13693,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd",380000
20,"RL",79,10637,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd",297000
30,"RM",50,5925,"Pave","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1937,2000,"Hip","CompShg","Stucco",89471
20,"RL",98,16033,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd",326000
20,"RL",72,11846,"Pave","IR1","HLS","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd",374000
70,"RM",50,2500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco",155000
120,"RM",32,4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd",164000
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd",147000
20,"RL",79,10289,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd",156000
20,"RL",70,12243,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1971,1971,"Gable","CompShg","Plywood",175000
190,"RL",60,10800,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1900,1970,"Gable","CompShg","Wd Sdng",160000
180,"RM",21,1526,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,8,1970,2002,"Gable","CompShg","CemntBd",86000
50,"RL",79,9490,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng",133000
60,"RL",105,15578,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd",172785
20,"RL",70,7931,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace",155000
30,"RM",50,5784,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","MetalSd",91300
30,"C (all)",60,7879,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,5,1920,1950,"Gable","CompShg","Wd Sdng",34900
50,"RL",60,9120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",7,6,1925,1950,"Gable","CompShg","Wd Sdng",184000
20,"RL",65,7800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2004,"Hip","CompShg","HdBoard",130000
20,"RL",70,7535,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1985,"Gable","CompShg","MetalSd",120000
160,"RM",21,1890,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard",113000
60,"FV",75,9803,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd",226700
20,"RL",70,9170,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd",140000
20,"RL",100,15602,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",7,8,1959,1997,"Gable","CompShg","BrkFace",289000
160,"RL",24,2308,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,5,1974,1974,"Gable","CompShg","Plywood",147000
90,"RM",60,7596,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","Duplex","2Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng",124500
60,"RL",80,9554,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1993,1994,"Gable","CompShg","VinylSd",215000
20,"FV",75,7862,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd",208300
70,"RM",60,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,9,1928,2005,"Gambrel","CompShg","MetalSd",161000
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","MetalSd",124500
20,"RL",75,14559,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Hip","CompShg","Wd Sdng",164900
120,"RL",40,6792,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd",202665
20,"RL",70,9100,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","VinylSd",129900
20,"RL",71,9187,"Pave","Reg","Bnk","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,5,1983,1983,"Gable","CompShg","VinylSd",134000
45,"RL",55,10594,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Unf",5,5,1926,1950,"Gable","CompShg","Wd Sdng",96500
20,"RL",94,12220,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2009,2009,"Hip","CompShg","CemntBd",402861
60,"RL",79,10208,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd",265000
70,"RL",53,10918,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,9,1926,2004,"Gambrel","CompShg","MetalSd",234000
190,"RL",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,7,1900,2000,"Gable","CompShg","MetalSd",106250
20,"RL",90,11988,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1957,1957,"Gable","CompShg","VinylSd",150000
50,"RM",50,5000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin",6,7,1947,1950,"Gable","CompShg","CemntBd",159000
60,"RL",130,40094,"Pave","IR1","Bnk","AllPub","Inside","Gtl","Edwards","PosN","PosN","1Fam","2Story",10,5,2007,2008,"Hip","CompShg","CemntBd",184750
60,"RL",95,11787,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd",315750
20,"FV",62,7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd",176000
20,"RL",70,13300,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Hip","CompShg","Wd Sdng",132000
60,"RL",67,14948,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2008,"Hip","CompShg","VinylSd",446261
30,"RL",58,9098,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,7,1920,2002,"Gable","CompShg","Wd Sdng",86000
80,"RL",85,10200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","CompShg","HdBoard",175000
70,"RM",60,6155,"Pave","IR1","Lvl","AllPub","FR3","Gtl","BrkSide","RRNn","Feedr","1Fam","2Story",6,8,1920,1999,"Gable","CompShg","Wd Sdng",128000
20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,2007,"Gable","CompShg","VinylSd",107500
20,"RL",50,5000,"Pave","Reg","Low","AllPub","Inside","Mod","BrkSide","Norm","Norm","1Fam","1Story",1,3,1946,1950,"Gable","CompShg","VinylSd",39300
60,"RL",74,9056,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd",178000
190,"RL",70,7000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","CompShg","MetalSd",107500
60,"RL",57,8924,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd",188000
20,"RL",85,14601,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","VinylSd",315000
20,"RL",78,10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1998,1999,"Hip","CompShg","VinylSd",213250
120,"RH",34,4058,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","TwnhsE","SFoyer",7,5,1998,1998,"Gable","CompShg","MetalSd",133000
60,"RL",58,17104,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd",179665
